Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Complain,Total_Offsprings,Living_With,Family_Size,Days_since_enrollment,Age,Total_Amount,Frequency,Total_purchases
Graduate,42664.0,44,21,0,3,0,0,0,1,0,1,Partner,3,103,56,24,0,4
Graduate,42586.0,7,194,2,56,0,0,0,5,0,2,Partner,4,608,68,252,6,11
Graduate,29760.0,87,64,4,68,7,5,17,4,0,1,Alone,2,669,38,165,0,8
Postgraduate,28973.0,59,206,0,46,3,2,12,2,0,0,Partner,2,624,46,269,0,11
Postgraduate,39435.0,16,71,0,18,0,0,13,1,0,1,Partner,3,327,50,102,0,6
Undergraduate,65370.0,1,71,22,112,138,89,29,1,0,0,Partner,2,332,39,461,0,18
Undergraduate,20194.0,64,0,4,7,11,10,15,2,0,1,Alone,2,559,44,47,0,5
Postgraduate,42473.0,72,93,1,21,0,4,25,3,0,2,Alone,3,132,47,144,0,7
Graduate,64590.0,98,920,138,168,36,46,30,1,0,0,Partner,2,623,55,1338,0,23
Graduate,71232.0,91,653,17,170,34,26,17,2,0,1,Partner,3,213,64,917,0,23
Graduate,34600.0,8,199,33,60,8,3,15,5,0,2,Partner,4,544,52,318,6,12
Graduate,46904.0,20,153,4,56,0,9,31,4,0,2,Alone,3,603,56,253,0,10
Graduate,49094.0,6,376,0,38,11,8,69,5,0,1,Partner,3,646,50,502,0,15
Graduate,36075.0,54,46,0,30,12,1,30,1,0,1,Partner,3,202,40,119,0,6
Undergraduate,60839.0,72,600,21,128,223,150,128,13,0,2,Partner,4,670,44,1250,0,16
Graduate,77298.0,46,425,115,292,23,35,79,1,0,1,Partner,3,239,44,969,0,23
Graduate,34026.0,11,18,6,15,12,8,17,3,0,2,Partner,4,328,73,76,0,6
Postgraduate,48918.0,21,52,0,9,0,0,1,2,0,2,Alone,3,78,60,62,0,5
Undergraduate,82122.0,89,734,22,350,151,25,100,1,0,0,Partner,2,318,61,1382,5,25
Graduate,37697.0,82,34,6,21,11,4,8,1,0,1,Alone,2,142,47,84,0,6
Graduate,34074.0,69,135,1,41,10,1,67,5,0,2,Partner,4,351,71,255,3,9
Postgraduate,28520.0,55,11,0,10,0,2,20,1,0,2,Partner,4,380,63,43,0,4
Graduate,62535.0,13,163,48,90,0,45,52,1,0,1,Alone,2,269,68,398,0,13
Postgraduate,36273.0,80,29,3,30,3,2,9,2,0,1,Alone,2,74,46,76,0,6
Graduate,63404.0,97,734,26,70,11,44,17,2,0,2,Partner,4,23,59,902,1,13
Undergraduate,75774.0,27,340,21,134,258,14,56,1,0,1,Partner,3,58,42,823,0,20
Graduate,78416.0,99,453,38,279,188,38,183,2,0,1,Partner,3,2,47,1179,0,24
Graduate,75702.0,87,1073,0,629,145,37,37,1,0,1,Partner,3,623,49,1921,5,28
Postgraduate,59385.0,85,135,0,10,0,4,36,2,0,2,Partner,4,427,72,185,0,8
Graduate,37070.0,30,231,7,137,4,15,39,9,0,2,Alone,3,466,57,433,6,14
Graduate,44689.0,82,18,0,5,0,0,11,2,0,2,Partner,4,170,72,34,3,4
Graduate,53977.0,21,620,16,165,0,24,82,5,0,1,Partner,3,386,65,907,0,22
Postgraduate,7144.0,92,81,4,33,5,2,291,0,0,2,Alone,3,204,57,416,0,25
Graduate,18701.0,95,12,4,2,10,6,10,4,0,2,Alone,3,390,59,44,0,6
Graduate,90369.0,2,292,51,981,224,23,17,1,0,0,Partner,2,62,67,1588,6,16
Postgraduate,63159.0,74,965,34,586,89,86,37,1,0,0,Alone,1,601,49,1797,3,16
Graduate,37758.0,49,27,2,10,0,0,1,2,0,2,Partner,4,633,57,40,0,4
Postgraduate,46757.0,71,777,30,163,0,51,122,6,0,1,Alone,2,590,60,1143,0,15
Postgraduate,79734.0,72,572,8,232,23,62,17,1,0,0,Partner,2,1,54,914,1,13
Graduate,63207.0,68,438,169,565,91,169,70,1,0,0,Partner,2,525,31,1502,1,11
Graduate,72071.0,4,531,69,300,150,138,150,3,0,1,Alone,2,500,69,1338,0,17
Postgraduate,21840.0,80,17,0,9,0,0,1,1,0,1,Partner,3,343,40,27,0,4
Undergraduate,58582.0,15,402,35,106,101,77,42,2,0,1,Partner,3,274,41,763,4,20
Graduate,72282.0,70,503,27,419,90,139,153,1,0,0,Alone,1,345,72,1331,6,21
Graduate,50387.0,91,369,9,87,12,14,34,3,0,2,Partner,4,302,67,525,0,16
Postgraduate,32583.0,10,5,0,3,0,0,1,1,0,2,Partner,4,14,62,9,0,3
Graduate,62568.0,99,362,17,398,80,35,61,3,0,1,Partner,3,83,61,953,1,13
Postgraduate,44635.0,25,56,0,9,0,0,3,2,0,2,Alone,3,261,52,68,0,5
Postgraduate,33316.0,34,79,1,31,4,4,12,3,0,2,Alone,3,268,52,131,0,7
Graduate,63967.0,57,387,84,141,73,35,162,3,0,1,Partner,3,324,55,882,0,20
Undergraduate,52513.0,84,367,17,241,104,188,232,2,0,0,Partner,2,663,45,1149,0,23
Graduate,25293.0,51,15,0,11,0,2,9,1,0,1,Partner,3,287,54,37,0,4
Postgraduate,54111.0,97,267,6,54,8,3,50,2,0,1,Alone,2,308,58,388,0,13
Graduate,78394.0,13,298,27,697,216,24,166,1,0,0,Partner,2,499,37,1428,6,15
Postgraduate,80739.0,92,674,92,736,39,0,92,1,0,0,Partner,2,402,65,1633,0,23
Postgraduate,22669.0,30,16,14,36,37,22,48,3,0,1,Partner,3,403,48,173,6,7
Graduate,29236.0,30,37,4,24,16,9,9,2,0,1,Alone,2,264,36,99,0,7
Graduate,44911.0,11,159,0,22,2,1,31,3,0,1,Partner,3,471,64,215,0,9
Postgraduate,54693.0,72,686,17,142,23,26,35,8,0,1,Partner,3,497,61,929,0,23
Graduate,48186.0,39,97,3,66,12,7,34,3,0,1,Partner,3,101,49,219,0,9
Graduate,54809.0,0,63,6,57,13,13,22,4,0,2,Partner,4,291,46,174,6,8
Graduate,41580.0,15,56,5,24,4,0,3,3,0,2,Partner,4,566,45,92,0,6
Postgraduate,80336.0,12,209,19,456,160,142,66,1,0,0,Partner,2,293,53,1052,0,24
Graduate,47743.0,56,198,2,43,0,12,20,3,0,1,Partner,3,464,66,275,4,11
Undergraduate,62972.0,39,313,15,47,20,0,192,2,0,1,Partner,3,695,68,587,0,14
Postgraduate,57333.0,55,941,14,397,76,58,176,11,0,1,Alone,2,645,69,1662,6,22
Postgraduate,32313.0,60,86,4,56,2,4,7,3,0,1,Partner,3,503,41,159,0,8
Postgraduate,84953.0,73,167,48,602,63,72,72,1,0,0,Alone,1,391,70,1024,16,17
Postgraduate,27071.0,90,8,3,19,0,2,3,2,0,1,Alone,2,67,55,35,0,5
Postgraduate,68148.0,86,389,66,408,37,57,85,1,0,0,Partner,2,302,66,1042,0,14
Postgraduate,65735.0,37,239,7,119,4,15,11,5,0,2,Partner,4,204,58,395,0,14
Postgraduate,86836.0,7,179,21,273,0,21,63,1,0,0,Partner,2,655,48,557,15,22
Postgraduate,4023.0,29,5,0,1,1,1,1,15,0,2,Partner,4,6,60,9,0,0
Graduate,30093.0,19,2,6,28,13,4,16,1,0,0,Partner,2,356,33,69,0,5
Postgraduate,57705.0,14,383,0,53,6,4,40,3,0,1,Partner,3,169,57,486,0,15
Graduate,25008.0,72,2,8,8,6,1,9,2,0,1,Alone,2,147,35,34,0,4
Undergraduate,83257.0,56,536,27,590,38,107,67,1,1,0,Alone,1,649,28,1365,14,27
Graduate,22280.0,85,2,1,4,3,1,2,1,0,1,Partner,3,406,48,13,0,3
Postgraduate,72159.0,62,322,53,899,34,40,53,1,0,0,Partner,2,608,45,1401,0,20
Graduate,64260.0,1,539,169,816,20,0,30,1,0,0,Partner,2,534,62,1574,6,13
Postgraduate,82733.0,28,712,50,420,65,38,38,1,0,0,Alone,1,292,39,1323,6,19
Postgraduate,74290.0,70,1121,0,72,0,12,12,4,0,1,Alone,2,321,52,1217,5,28
Postgraduate,58217.0,84,68,1,13,3,5,13,1,0,3,Alone,4,589,72,103,0,6
Postgraduate,21024.0,89,36,4,18,6,2,18,1,0,0,Partner,2,360,47,84,0,6
Postgraduate,70116.0,73,707,44,603,95,58,29,1,0,0,Partner,2,519,51,1536,0,22
Graduate,54006.0,42,174,77,203,6,24,97,2,0,1,Partner,3,649,38,581,0,16
Postgraduate,69063.0,16,666,35,124,69,8,26,1,0,1,Partner,3,599,57,928,0,13
Undergraduate,11448.0,16,0,0,0,6,2,6,1,0,0,Alone,1,196,48,14,0,3
Graduate,61825.0,56,162,50,100,55,30,27,1,0,1,Alone,2,326,44,424,0,14
Graduate,70886.0,65,407,70,239,103,88,53,1,0,1,Partner,3,258,52,960,0,13
Graduate,69109.0,10,823,25,459,124,29,95,1,0,0,Partner,2,597,41,1555,11,19
Graduate,60208.0,13,488,23,71,15,0,59,11,0,2,Alone,3,630,50,656,10,18
Postgraduate,32889.0,78,28,0,13,4,2,8,3,0,2,Partner,4,296,55,55,0,6
Graduate,34738.0,51,3,2,10,3,0,2,1,0,1,Alone,2,49,39,20,0,4
Postgraduate,30538.0,27,284,0,52,8,3,20,4,0,1,Partner,3,636,52,367,0,13
Undergraduate,82326.0,30,938,142,754,159,81,183,1,0,0,Partner,2,111,46,2257,16,21
Postgraduate,26642.0,71,13,2,15,2,2,8,2,0,1,Alone,2,120,56,42,0,5
Graduate,69932.0,97,412,172,153,150,105,57,2,0,1,Alone,2,382,59,1049,0,24
Graduate,44503.0,83,31,1,8,0,0,8,2,0,2,Alone,3,74,51,48,0,5
Postgraduate,60200.0,3,502,19,132,0,6,26,6,0,1,Alone,2,543,75,685,0,19
Graduate,49638.0,71,18,10,3,3,5,0,1,0,1,Alone,2,71,71,39,0,4
Undergraduate,23830.0,3,1,8,6,4,8,16,1,0,0,Alone,1,142,36,43,0,4
Postgraduate,33051.0,15,100,71,243,108,94,219,3,0,0,Alone,1,682,64,835,6,18
Graduate,72905.0,52,407,114,445,181,165,203,1,0,0,Partner,2,159,65,1515,1,19
Postgraduate,69702.0,8,664,9,240,50,19,57,2,0,1,Partner,3,495,72,1039,0,24
Graduate,70300.0,89,1045,61,338,60,46,46,3,0,1,Alone,2,349,48,1596,0,23
Postgraduate,70643.0,66,1218,107,304,23,143,33,1,0,0,Partner,2,622,39,1828,6,17
Postgraduate,30396.0,22,15,0,6,0,1,12,2,0,1,Partner,3,60,54,34,9,4
Postgraduate,50616.0,56,128,0,16,0,1,4,2,0,1,Alone,2,72,55,149,0,8
Postgraduate,62772.0,74,581,49,157,43,8,108,1,0,1,Alone,2,406,54,946,4,22
Postgraduate,30298.0,48,6,3,12,6,1,0,1,0,0,Alone,1,41,38,28,0,5
Graduate,52413.0,67,185,8,133,56,56,12,2,0,1,Alone,2,603,39,450,0,15
Postgraduate,44155.0,24,22,1,9,0,0,14,1,0,2,Partner,4,161,66,46,0,4
Postgraduate,86979.0,67,584,100,835,65,83,35,1,0,0,Alone,1,234,52,1702,9,15
Graduate,76532.0,38,355,30,177,90,138,30,4,0,2,Partner,4,293,48,820,0,21
Graduate,42081.0,86,175,10,110,54,6,27,2,0,1,Partner,3,488,41,382,3,13
Postgraduate,67546.0,90,864,134,768,150,38,172,1,0,0,Partner,2,667,35,2126,0,19
Postgraduate,88420.0,87,957,153,612,99,95,153,1,0,0,Partner,2,58,34,2069,9,19
Graduate,31158.0,62,25,6,16,20,0,5,2,0,1,Partner,3,518,38,72,0,5
Graduate,61671.0,23,641,7,56,0,0,28,8,0,1,Alone,2,26,55,732,5,20
Graduate,69719.0,99,273,86,208,177,14,43,1,0,0,Alone,1,34,49,801,0,10
Graduate,49160.0,29,122,21,43,25,10,15,2,0,1,Alone,2,252,74,236,0,10
Undergraduate,24882.0,52,1,4,10,29,0,36,1,0,1,Partner,3,658,45,80,3,4
Postgraduate,90933.0,90,1020,31,430,62,63,79,1,0,0,Alone,1,90,69,1685,5,14
Postgraduate,113734.0,9,6,2,3,1,262,3,0,0,0,Alone,1,32,78,277,0,27
Postgraduate,59292.0,71,378,14,68,19,14,14,2,0,1,Partner,3,381,73,507,0,16
Postgraduate,45759.0,13,42,1,18,3,0,4,2,0,2,Partner,4,491,59,68,0,5
Graduate,22148.0,16,15,5,14,0,4,11,1,0,0,Alone,1,77,40,49,0,4
Postgraduate,73395.0,94,272,7,80,20,7,11,1,0,0,Partner,2,103,36,397,0,14
Graduate,29819.0,77,9,1,24,2,1,2,3,0,1,Alone,2,248,52,39,0,6
Graduate,45688.0,20,279,0,18,0,0,9,2,0,1,Partner,3,155,55,306,4,12
Graduate,62820.0,51,398,61,265,138,61,53,1,0,0,Partner,2,414,69,976,0,13
Postgraduate,60491.0,81,637,47,237,12,19,76,4,0,1,Partner,3,296,52,1028,0,24
Graduate,33235.0,71,45,0,16,2,1,6,1,0,1,Partner,3,144,37,70,0,6
Graduate,35701.0,36,21,1,9,7,3,5,1,0,0,Partner,2,467,64,46,0,4
Postgraduate,31535.0,95,15,4,13,0,0,19,1,0,1,Partner,3,276,43,51,3,4
Undergraduate,92556.0,32,493,183,352,184,23,28,0,0,0,Partner,2,70,63,1263,0,21
Graduate,67384.0,32,957,40,175,158,53,107,2,0,1,Alone,2,596,53,1490,4,20
Postgraduate,80573.0,85,829,138,430,60,92,15,1,0,0,Partner,2,623,52,1564,0,23
Graduate,77870.0,93,1017,50,500,65,50,133,3,0,1,Partner,3,676,56,1815,11,15
Postgraduate,52278.0,24,953,0,71,0,0,174,6,0,1,Alone,2,520,60,1198,0,25
Graduate,57107.0,44,159,0,120,0,0,137,7,0,1,Alone,2,674,55,416,12,16
Graduate,18929.0,15,32,0,8,23,4,18,1,0,0,Partner,2,498,33,85,0,5
Postgraduate,36038.0,82,23,0,15,0,2,7,2,0,1,Alone,2,394,42,47,0,6
Graduate,20180.0,27,18,42,24,15,20,18,1,0,0,Alone,1,494,47,137,0,7
Postgraduate,34230.0,72,15,0,4,0,0,2,1,0,2,Partner,4,550,58,21,0,3
Undergraduate,31878.0,7,23,4,5,10,5,23,1,0,1,Alone,2,7,46,70,0,5
Undergraduate,70932.0,57,200,193,100,46,185,185,2,0,1,Partner,3,161,51,909,0,20
Graduate,91249.0,84,1324,27,119,71,108,27,0,0,0,Alone,1,617,67,1676,18,22
Postgraduate,77598.0,53,1193,33,281,129,66,33,1,0,0,Alone,1,271,80,1735,5,25
Graduate,80982.0,48,505,137,401,104,22,22,3,1,2,Alone,3,537,64,1191,0,27
Postgraduate,22701.0,2,2,4,9,0,4,5,1,0,1,Partner,3,297,46,24,0,4
Postgraduate,55212.0,65,1103,0,45,0,0,34,3,0,1,Partner,3,583,54,1182,6,17
Graduate,70617.0,45,353,61,753,40,46,27,1,0,0,Partner,2,371,53,1280,0,13
Graduate,64849.0,42,652,48,350,94,84,108,1,0,0,Alone,1,593,66,1336,6,18
Postgraduate,62694.0,29,379,6,157,25,91,91,5,0,2,Partner,4,377,58,749,0,19
Postgraduate,61917.0,83,46,4,36,2,2,1,1,0,2,Partner,4,221,49,91,0,6
Postgraduate,67472.0,93,162,31,127,8,17,69,2,0,1,Partner,3,274,76,414,0,13
Postgraduate,21059.0,40,8,3,19,3,3,8,3,0,1,Partner,3,173,41,44,0,6
Postgraduate,29543.0,47,17,3,18,3,4,18,2,0,2,Partner,4,89,55,63,0,6
Graduate,75903.0,50,340,108,185,130,38,100,2,0,1,Partner,3,447,72,901,0,21
Undergraduate,34984.0,40,8,4,15,3,5,3,2,0,2,Partner,4,661,48,38,0,4
Postgraduate,54998.0,3,154,22,202,39,30,8,5,0,1,Alone,2,476,67,455,6,15
Postgraduate,54356.0,62,710,15,30,20,0,0,3,0,1,Alone,2,587,74,775,6,21
Postgraduate,34242.0,25,8,2,4,0,0,1,1,0,1,Partner,3,98,64,15,0,3
Graduate,25410.0,48,2,2,4,13,13,4,1,0,1,Partner,3,302,50,38,0,5
Postgraduate,73356.0,56,1050,14,322,0,14,112,1,0,0,Partner,2,143,39,1512,15,21
Graduate,28320.0,68,19,1,14,3,2,4,1,0,1,Partner,3,531,73,43,0,4
Graduate,23763.0,64,22,0,6,6,2,6,1,0,1,Alone,2,691,46,42,0,4
Graduate,72570.0,67,274,83,216,151,141,224,1,0,0,Partner,2,65,39,1089,0,22
Postgraduate,34529.0,94,68,6,38,3,6,41,2,0,1,Partner,3,653,47,162,0,7
Graduate,70792.0,82,344,45,654,104,11,114,2,0,0,Alone,1,508,72,1272,0,17
Graduate,63211.0,3,145,193,459,205,26,145,2,0,0,Partner,2,604,41,1173,6,18
Postgraduate,83891.0,24,217,38,350,111,85,15,1,0,1,Partner,3,9,49,816,0,21
Graduate,36065.0,54,18,7,34,10,2,3,3,0,2,Alone,3,455,55,74,0,6
Graduate,39898.0,20,69,8,26,12,7,12,2,0,1,Partner,3,502,69,134,0,7
Postgraduate,51141.0,96,144,0,7,0,0,6,1,0,0,Alone,1,356,83,157,0,8
Graduate,56939.0,19,256,34,103,90,29,49,2,0,1,Partner,3,284,47,561,0,16
Graduate,80872.0,60,483,72,567,94,12,108,1,0,0,Alone,1,48,72,1336,0,18
Postgraduate,72335.0,2,1285,105,653,28,21,0,1,0,0,Partner,2,685,47,2092,6,22
Postgraduate,61798.0,13,338,4,89,11,8,13,1,0,0,Alone,1,218,59,463,0,15
Postgraduate,76842.0,37,605,10,345,84,54,32,1,0,0,Alone,1,57,73,1130,0,16
Graduate,29478.0,59,8,0,7,3,1,1,1,0,1,Partner,3,163,47,20,0,4
Graduate,46998.0,55,172,41,86,45,6,27,5,0,1,Alone,2,615,67,377,3,13
Graduate,96843.0,60,448,71,951,40,17,17,1,0,0,Alone,1,432,33,1544,11,27
Postgraduate,56551.0,48,67,4,32,17,2,16,3,0,2,Alone,3,53,73,138,0,7
Postgraduate,70053.0,38,512,53,98,81,179,89,3,0,1,Partner,3,361,58,1012,0,23
Postgraduate,71670.0,8,1462,16,128,0,0,160,1,0,0,Alone,1,355,61,1766,17,14
Graduate,44359.0,19,20,0,14,7,3,1,3,0,2,Partner,4,12,45,45,0,6
Graduate,40887.0,32,50,4,44,10,10,43,3,0,2,Alone,3,419,71,161,6,7
Graduate,48877.0,27,102,1,15,2,0,24,1,0,1,Alone,2,175,57,144,0,7
Graduate,74485.0,58,499,149,815,173,49,49,1,0,0,Partner,2,309,76,1734,0,25
Graduate,64474.0,59,381,35,172,56,86,93,2,0,1,Partner,3,250,51,823,0,20
Graduate,77226.0,29,631,43,239,128,76,21,2,0,1,Partner,3,121,60,1138,0,26
Graduate,72643.0,60,526,80,553,123,94,53,1,0,0,Alone,1,487,74,1429,7,20
Postgraduate,85738.0,41,913,26,376,17,26,13,1,0,0,Partner,2,157,45,1371,9,20
Graduate,55686.0,27,673,0,199,37,47,26,2,0,1,Alone,2,500,57,982,3,14
Graduate,39062.0,28,23,0,9,0,0,12,1,0,1,Alone,2,96,40,44,3,4
Graduate,34600.0,8,199,33,60,8,3,15,5,0,2,Partner,4,544,52,318,6,12
Graduate,40794.0,18,261,23,73,4,23,50,2,0,1,Partner,3,448,48,434,0,14
Undergraduate,54690.0,76,111,16,37,7,9,18,3,0,2,Partner,4,234,52,198,0,9
Graduate,4428.0,0,16,4,12,2,4,321,0,0,1,Partner,3,267,54,359,0,25
Undergraduate,32632.0,32,63,151,137,153,19,53,2,0,0,Partner,2,696,60,576,0,16
Postgraduate,38236.0,2,58,0,18,2,0,10,4,0,2,Alone,3,282,55,88,0,7
Graduate,36781.0,16,29,1,17,0,3,13,1,0,1,Partner,3,80,44,63,6,5
Postgraduate,31385.0,56,3,2,12,0,1,9,1,0,1,Alone,2,571,39,27,9,3
Graduate,24570.0,97,28,34,62,11,14,44,3,0,1,Partner,3,487,39,193,0,8
Postgraduate,25509.0,15,40,3,30,10,7,11,3,0,1,Alone,2,649,49,101,6,6
Graduate,94642.0,35,879,143,797,106,143,143,0,0,0,Partner,2,137,72,2211,6,21
Postgraduate,58646.0,3,62,1,44,6,5,22,1,0,1,Partner,3,384,61,140,0,7
Graduate,53201.0,49,280,7,81,20,0,27,8,0,2,Alone,3,502,48,415,0,14
Graduate,21994.0,4,9,0,6,3,1,3,1,0,1,Partner,3,552,66,22,0,3
Graduate,57113.0,45,182,4,33,0,2,42,6,0,2,Partner,4,508,45,263,0,10
Graduate,51373.0,37,83,2,101,64,26,117,1,0,0,Partner,2,372,32,393,0,11
Graduate,23477.0,39,38,15,54,3,8,29,3,0,1,Partner,3,251,37,147,0,7
Graduate,58116.0,38,228,19,130,4,11,51,2,0,1,Partner,3,77,67,443,0,14
Postgraduate,72968.0,8,1092,37,592,145,37,55,1,0,0,Alone,1,195,60,1958,7,18
Postgraduate,39791.0,89,85,15,27,13,13,21,2,0,1,Partner,3,458,52,174,0,8
Postgraduate,91712.0,47,1276,24,746,94,29,48,0,0,0,Alone,1,255,76,2217,11,27
Graduate,94472.0,75,1017,33,417,108,100,16,1,0,1,Alone,2,87,65,1691,9,15
Graduate,13672.0,86,6,2,9,2,1,5,2,0,2,Partner,4,438,63,25,0,4
Undergraduate,96547.0,4,448,21,125,52,101,62,0,0,0,Partner,2,37,43,809,15,21
Graduate,79205.0,73,504,23,117,179,28,44,1,0,0,Partner,2,669,48,895,7,15
Postgraduate,56559.0,46,226,22,133,41,31,31,3,0,1,Partner,3,551,48,484,0,15
Postgraduate,32644.0,38,239,3,141,0,7,23,4,0,1,Partner,3,529,50,413,3,14
Undergraduate,67506.0,73,90,38,67,33,36,67,1,0,1,Alone,2,178,43,331,0,11
Graduate,24206.0,66,7,2,8,3,2,3,1,0,1,Alone,2,478,53,25,0,4
Postgraduate,28420.0,36,4,2,5,2,0,0,1,0,1,Alone,2,187,56,13,0,3
Graduate,22979.0,29,16,17,19,20,21,22,3,0,1,Partner,3,661,53,115,6,7
Graduate,33279.0,29,10,3,3,0,0,0,1,0,0,Alone,1,17,57,16,0,3
Postgraduate,46423.0,6,68,0,16,0,0,8,3,0,2,Alone,3,284,51,92,0,6
Graduate,30368.0,97,35,0,13,2,0,2,2,0,1,Partner,3,234,46,52,0,5
Graduate,63684.0,61,575,80,428,208,93,80,3,0,1,Partner,3,580,53,1464,0,20
Graduate,41638.0,68,315,0,31,4,0,91,4,0,1,Alone,2,501,59,441,3,13
Postgraduate,68805.0,73,182,2,49,17,13,20,1,0,1,Alone,2,285,64,283,0,11
Postgraduate,65814.0,90,561,14,113,10,14,35,3,0,1,Partner,3,119,57,747,0,20
Graduate,71964.0,81,587,51,932,180,34,86,1,0,0,Alone,1,405,65,1870,0,16
Graduate,39146.0,1,94,1,33,13,12,12,3,0,1,Alone,2,500,37,165,0,8
Graduate,96876.0,79,908,43,735,40,194,21,1,0,0,Partner,2,327,46,1941,16,23
Undergraduate,34445.0,92,228,122,122,208,129,30,6,0,0,Partner,2,518,42,839,0,21
Graduate,68281.0,31,995,112,417,42,48,41,1,0,0,Alone,1,691,65,1655,6,24
Undergraduate,37284.0,46,11,1,2,2,1,6,1,0,2,Partner,4,457,48,23,0,3
Graduate,36790.0,14,3,3,14,15,21,10,1,0,0,Partner,2,485,40,66,6,5
Graduate,27943.0,89,12,1,16,4,1,3,3,0,2,Partner,4,440,56,37,0,5
Graduate,22263.0,31,17,0,2,0,0,2,2,1,2,Alone,3,91,72,21,0,4
Graduate,30261.0,75,8,0,5,0,3,6,1,0,3,Partner,5,642,51,22,0,3
Graduate,28587.0,42,22,4,17,12,10,13,3,0,1,Partner,3,137,45,78,0,6
Postgraduate,43815.0,53,14,10,29,4,7,15,1,0,1,Partner,3,450,41,79,0,5
Graduate,48195.0,53,106,27,68,52,7,5,6,0,2,Partner,4,159,67,265,0,11
Postgraduate,77027.0,23,820,57,242,45,0,11,2,0,1,Partner,3,144,71,1175,0,17
Postgraduate,71322.0,57,753,43,226,69,10,204,2,0,1,Partner,3,498,58,1305,0,26
Postgraduate,32765.0,49,13,3,17,7,3,3,2,0,1,Partner,3,126,44,46,0,6
Graduate,29672.0,6,9,1,3,0,4,8,1,0,2,Partner,4,474,58,25,0,3
Graduate,23272.0,29,19,3,6,4,2,12,1,0,0,Alone,1,255,70,46,0,4
Postgraduate,49912.0,5,520,8,223,32,49,42,4,0,1,Partner,3,660,74,874,9,22
Undergraduate,7500.0,98,5,17,17,13,14,34,4,0,1,Partner,3,697,38,100,0,6
Postgraduate,68117.0,80,618,44,215,0,17,36,2,0,1,Alone,2,476,76,930,9,23
Graduate,67225.0,4,315,35,322,46,7,143,3,0,1,Partner,3,215,68,868,0,20
Graduate,17649.0,70,15,1,23,0,5,1,3,0,1,Partner,3,229,47,45,0,6
Graduate,55914.0,32,384,60,364,119,101,232,4,0,1,Partner,3,426,48,1260,0,25
Graduate,40059.0,82,110,29,92,28,10,145,1,0,1,Partner,3,274,39,414,3,11
Graduate,60905.0,27,208,17,76,36,17,38,2,0,1,Partner,3,206,73,392,0,13
Graduate,75330.0,94,555,82,257,93,61,61,4,0,2,Partner,4,633,46,1109,0,25
Graduate,60689.0,23,240,90,216,63,6,24,4,0,1,Alone,2,393,72,639,0,18
Graduate,38680.0,97,11,0,36,15,5,12,1,0,1,Partner,3,458,39,79,0,5
Graduate,61416.0,25,848,154,323,201,61,78,1,0,0,Partner,2,506,41,1665,3,23
Graduate,49767.0,92,202,47,197,55,42,149,1,0,0,Alone,1,423,32,692,0,17
Graduate,83273.0,98,433,89,650,16,102,102,10,0,3,Alone,4,642,53,1392,0,19
Graduate,29009.0,19,6,6,15,10,5,2,2,0,1,Partner,3,212,42,44,0,5
Postgraduate,45057.0,80,37,0,7,3,0,3,1,0,1,Partner,3,210,44,50,0,5
Graduate,37150.0,80,167,37,64,49,34,116,8,0,1,Partner,3,656,52,467,0,13
Graduate,43020.0,79,45,7,99,4,25,43,3,0,1,Alone,2,211,53,223,0,9
Graduate,53154.0,50,129,0,21,0,1,7,1,0,1,Partner,3,20,64,158,0,8
Graduate,65308.0,60,713,0,264,120,80,34,1,0,0,Partner,2,291,50,1211,6,27
Graduate,76467.0,44,676,161,426,210,44,58,2,0,1,Alone,2,681,53,1575,6,12
Undergraduate,81044.0,0,450,26,535,73,98,26,1,0,0,Partner,2,184,76,1208,0,21
Graduate,32871.0,28,22,2,12,0,2,5,1,0,2,Partner,4,477,72,43,0,4
Graduate,55801.0,35,367,4,51,6,4,95,6,0,2,Alone,3,280,48,527,1,15
Graduate,76320.0,49,526,35,214,69,53,35,2,0,1,Alone,2,7,64,932,0,13
Postgraduate,36927.0,46,51,0,16,0,0,4,2,0,2,Alone,3,27,68,71,0,6
Graduate,48794.0,97,25,0,11,3,0,15,1,0,2,Partner,4,3,70,54,0,4
Graduate,23478.0,51,28,6,27,12,17,39,1,0,0,Alone,1,467,58,129,0,6
Graduate,71128.0,80,958,159,447,20,0,31,3,0,1,Alone,2,631,50,1615,0,24
Postgraduate,70179.0,10,532,88,168,69,44,133,3,0,1,Alone,2,343,47,1034,0,23
Graduate,59462.0,29,724,17,143,0,8,196,2,0,1,Partner,3,540,73,1088,0,23
Graduate,38361.0,74,39,0,56,20,8,14,3,0,1,Partner,3,184,54,137,0,7
Postgraduate,70038.0,54,587,54,348,71,54,130,1,0,0,Partner,2,247,41,1244,0,16
Graduate,42554.0,93,29,1,11,0,0,0,2,0,2,Partner,4,533,45,41,0,5
Graduate,67445.0,63,757,80,217,29,80,11,5,0,1,Partner,3,686,49,1174,0,27
Graduate,67046.0,92,544,35,133,23,151,107,2,0,1,Alone,2,539,72,993,0,13
Graduate,42192.0,40,40,15,15,17,6,7,1,0,0,Partner,2,296,75,100,0,6
Postgraduate,77610.0,70,1245,33,332,21,33,16,2,0,1,Partner,3,608,71,1680,0,15
Graduate,31761.0,96,19,1,20,16,14,28,2,0,1,Partner,3,85,39,98,0,7
Graduate,34350.0,81,16,3,15,2,1,11,1,0,1,Partner,3,253,44,48,0,4
