Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,Web,Catalog,Store,WebVisitsMonth,Complain,Response,Age,Living_With,Total_Offsprings,Total_Expenditure,Family_Size,Total_Purchases,Campaigns_Accepted
Undergraduate,Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,48,Alone,Three or More Children,72,3,10,0
Postgraduate,Married,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,51,Partner,Two Children,20,3,12,0
Postgraduate,Married,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,67,Partner,Three or More Children,789,4,28,0
Graduate,Divorced,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,49,Alone,Three or More Children,15,3,10,0
Graduate,Divorced,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,51,Alone,Two Children,59,2,14,0
Postgraduate,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,55,Alone,Two Children,908,2,28,0
Postgraduate,Married,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,54,Partner,Three or More Children,417,4,21,0
Graduate,Married,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,62,Partner,Three or More Children,289,4,21,0
Graduate,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,51,Partner,Two Children,769,3,26,0
Graduate,Married,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,70,Partner,Two Children,188,3,17,0
Graduate,Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,1,66,Alone,Two Children,354,2,22,0
Postgraduate,Married,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,53,Partner,Two Children,727,3,34,0
Postgraduate,Married,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,56,Partner,Three or More Children,146,4,20,0
Postgraduate,Together,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,72,Partner,Two Children,319,3,23,0
Postgraduate,Married,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,70,Partner,Two Children,794,3,26,0
Graduate,Married,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,73,Partner,Two Children,454,3,21,0
Postgraduate,Divorced,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,1,70,Alone,Three or More Children,152,3,20,0
Postgraduate,Married,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,46,Partner,Two Children,797,3,26,0
Graduate,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,51,Partner,Two Children,1690,3,22,3
Postgraduate,Married,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,54,Partner,Three or More Children,20,4,11,0
Graduate,Single,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,44,Alone,Two Children,545,2,23,0
Undergraduate,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,57,Partner,One Child,96,2,14,0
Graduate,Together,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,75,Partner,One Child,222,2,12,0
Graduate,Married,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,51,Partner,Three or More Children,61,5,13,0
Graduate,Married,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,50,Partner,Three or More Children,44,4,15,0
Postgraduate,Together,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,51,Partner,Three or More Children,8,5,10,0
Undergraduate,Single,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,51,Alone,One Child,817,1,24,0
Graduate,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,57,Alone,Two Children,1371,2,31,1
Postgraduate,Together,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,54,Partner,Two Children,42,3,12,0
Graduate,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,64,Partner,One Child,60,2,13,0
Graduate,Married,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,53,Partner,Two Children,78,3,16,0
Postgraduate,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,49,Partner,Two Children,23,3,12,0
Postgraduate,Married,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,51,Partner,Two Children,19,3,12,0
Undergraduate,Single,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,65,Alone,Three or More Children,61,3,14,0
Graduate,Single,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,51,Alone,One Child,449,1,21,0
Postgraduate,Married,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,40,Partner,Two Children,37,3,12,0
Undergraduate,Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,50,Alone,Two Children,38,2,11,0
Graduate,Married,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,38,Partner,One Child,1131,2,25,2
Graduate,Single,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,50,Alone,Three or More Children,34,3,13,0
Graduate,Divorced,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,56,Alone,Three or More Children,294,3,24,0
Undergraduate,Married,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,0,0,44,Partner,Three or More Children,48,4,14,1
Graduate,Married,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,62,Partner,Three or More Children,289,4,21,0
Undergraduate,Together,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,37,Partner,One Child,30,2,11,0
Graduate,Married,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,59,Partner,One Child,125,2,9,0
Graduate,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,40,Partner,Two Children,156,3,17,0
Graduate,Together,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,71,Partner,Three or More Children,70,4,17,0
Postgraduate,Married,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,74,Partner,Three or More Children,22,4,10,0
Graduate,Together,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,1,44,Partner,Two Children,65,3,18,0
Postgraduate,Widow,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,1,75,Alone,One Child,1930,1,26,1
Graduate,Together,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,0,77,Partner,One Child,2283,2,27,2
Graduate,Married,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,65,Partner,One Child,310,2,14,0
Undergraduate,Married,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,52,Partner,One Child,1319,2,20,0
Graduate,Married,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,0,0,66,Partner,Two Children,879,3,34,1
Postgraduate,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,41,Partner,One Child,1244,2,19,0
Undergraduate,Together,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,50,Partner,Two Children,690,3,19,0
Graduate,Together,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,51,Partner,Two Children,209,3,17,0
Graduate,Married,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,58,Partner,One Child,1134,2,18,0
Graduate,Single,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,1,70,Alone,One Child,1507,1,24,0
Postgraduate,Single,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,56,Alone,Two Children,57,2,13,0
Postgraduate,Together,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,58,Partner,One Child,529,2,25,0
Graduate,Together,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,54,Partner,One Child,1091,2,18,0
Graduate,Divorced,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,1,52,Alone,Two Children,180,2,19,0
Graduate,Together,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,51,Partner,Three or More Children,77,4,16,0
Graduate,Single,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,53,Alone,One Child,2349,1,27,3
Postgraduate,Married,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,1,49,Partner,One Child,534,2,24,0
Postgraduate,Widow,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,0,73,Alone,Two Children,556,2,26,1
Graduate,Together,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,1,0,64,Partner,Two Children,637,3,28,0
Postgraduate,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,68,Partner,Three or More Children,46,4,12,2
Graduate,Together,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,45,Partner,Two Children,44,3,16,0
Postgraduate,Married,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,37,Partner,Two Children,47,3,12,0
Postgraduate,Divorced,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,60,Alone,Two Children,795,2,24,0
Graduate,Married,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,70,Partner,Two Children,586,3,29,0
Graduate,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,71,Partner,One Child,1574,2,21,1
Postgraduate,Married,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,73,Partner,Three or More Children,13,4,7,0
Graduate,Together,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,53,Partner,Two Children,1471,3,30,0
Undergraduate,Married,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,53,Partner,Three or More Children,65,4,14,0
Graduate,Married,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,46,Partner,Two Children,175,3,20,0
Graduate,Single,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,57,Alone,Two Children,40,2,10,0
Postgraduate,Married,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,54,Partner,Three or More Children,1078,4,25,2
Graduate,Married,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,65,Partner,Two Children,1115,3,25,0
Graduate,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,69,Partner,Two Children,134,3,16,0
Postgraduate,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,67,Alone,One Child,1540,1,27,0
Postgraduate,Married,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,53,Partner,Two Children,87,3,10,0
Postgraduate,Single,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,36,Alone,One Child,217,1,13,0
Postgraduate,Married,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,0,0,62,Partner,Two Children,1034,3,32,1
Graduate,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,44,Alone,Two Children,1180,2,38,0
Graduate,Together,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,63,Partner,Two Children,819,3,28,0
Undergraduate,Together,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,42,Partner,Two Children,32,3,13,0
Graduate,Married,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,43,Partner,Two Children,46,3,13,0
Undergraduate,Together,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,47,Partner,Two Children,1159,3,22,0
Postgraduate,Single,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,47,Alone,Two Children,860,2,29,0
Postgraduate,Together,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,53,Partner,One Child,1631,2,17,0
Postgraduate,Together,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,77,Partner,Three or More Children,444,5,29,1
Graduate,Married,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,68,Partner,Two Children,1910,3,35,1
Postgraduate,Together,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,51,Partner,Two Children,380,3,24,0
Postgraduate,Married,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,1,52,Partner,Three or More Children,736,4,35,0
Postgraduate,Divorced,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,73,Alone,Three or More Children,269,3,23,0
Graduate,Together,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,0,1,35,Partner,One Child,2524,2,33,3
Graduate,Together,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,45,Partner,Two Children,612,3,31,0
Graduate,Married,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,64,Partner,One Child,1045,2,28,0
Graduate,Divorced,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,46,Alone,Two Children,55,2,13,0
Postgraduate,Together,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,0,1,54,Partner,Two Children,1064,3,30,1
Graduate,Together,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,64,Partner,Two Children,1443,3,30,0
Graduate,Married,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,35,Partner,One Child,1366,2,34,0
Postgraduate,Together,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,48,Partner,Three or More Children,436,4,24,0
Undergraduate,Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,50,Alone,Two Children,38,2,11,0
Graduate,Married,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,46,Partner,Two Children,436,3,28,0
Postgraduate,Married,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,50,Partner,Three or More Children,747,4,40,0
Postgraduate,Single,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,0,1,68,Alone,One Child,1396,1,30,1
Postgraduate,Married,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,49,Partner,One Child,928,2,16,1
Postgraduate,Married,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,51,Partner,Three or More Children,642,4,32,0
Undergraduate,Together,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,0,0,48,Partner,Two Children,1048,3,38,1
Postgraduate,Married,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,52,Partner,One Child,943,2,25,0
Graduate,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,65,Partner,Two Children,907,3,32,0
Graduate,Married,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,35,Partner,One Child,1198,2,19,0
Postgraduate,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,48,Alone,Three or More Children,120,3,19,0
Graduate,Married,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,58,Partner,Two Children,1658,3,33,0
Graduate,Married,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,37,Partner,One Child,1638,2,24,0
Undergraduate,Together,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,1,46,Partner,One Child,73,2,15,0
Graduate,Single,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,43,Alone,Two Children,275,2,17,0
Graduate,Married,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,61,Partner,Two Children,854,3,34,0
Graduate,Married,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,45,Partner,Two Children,78,3,12,0
Postgraduate,Married,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,51,Partner,Two Children,106,3,15,0
Graduate,Single,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,1,53,Alone,Two Children,106,2,16,0
Postgraduate,Single,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,1,40,Alone,One Child,1923,1,22,0
Graduate,Together,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,52,Partner,One Child,1662,2,25,0
Graduate,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,47,Alone,Two Children,84,2,13,0
Postgraduate,Married,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,50,Partner,Two Children,48,3,14,0
Graduate,Single,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,50,Alone,Two Children,5,2,14,0
Graduate,Married,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,47,Partner,Three or More Children,733,4,39,0
Postgraduate,Widow,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,75,Alone,One Child,1234,1,18,0
Graduate,Together,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,65,Partner,Three or More Children,112,4,16,0
Postgraduate,Single,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,1,36,Alone,One Child,1658,1,18,2
Graduate,Together,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,63,Partner,Two Children,55,3,12,0
Undergraduate,Married,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,48,Partner,Two Children,1513,3,35,1
Undergraduate,Together,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,0,65,Partner,Three or More Children,271,4,24,1
Postgraduate,Married,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,48,Partner,Two Children,904,3,32,0
Postgraduate,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,1,48,Alone,Three or More Children,120,3,19,0
Undergraduate,Married,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,35,Partner,Two Children,103,3,16,0
Undergraduate,Single,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,35,Alone,Two Children,269,2,26,0
Postgraduate,Widow,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,1,64,Alone,One Child,1156,1,17,0
Postgraduate,Married,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,52,Partner,Two Children,1086,3,27,1
Postgraduate,Single,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,56,Alone,Two Children,1128,2,35,0
Postgraduate,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,62,Partner,Three or More Children,964,4,32,0
Graduate,Married,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,45,Partner,One Child,1383,2,23,0
Postgraduate,Single,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,70,Alone,Three or More Children,18,4,9,0
Graduate,Divorced,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,59,Alone,Two Children,793,2,31,0
Postgraduate,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,37,Partner,Two Children,100,3,15,0
Undergraduate,Married,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,36,Partner,One Child,80,2,12,0
Graduate,Single,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,1,60,Alone,One Child,167,1,16,0
Graduate,Widow,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,0,66,Alone,Two Children,677,2,27,0
Undergraduate,Married,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,48,Partner,Three or More Children,23,4,10,0
Postgraduate,Divorced,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,72,Alone,Two Children,92,2,8,0
Undergraduate,Married,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,58,Partner,One Child,641,2,17,0
Graduate,Married,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,67,Partner,Two Children,1106,3,22,0
Graduate,Together,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,61,Partner,One Child,1033,2,16,1
Graduate,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,49,Partner,Two Children,1174,3,38,0
Postgraduate,Married,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,0,56,Partner,Three or More Children,25,4,13,0
Postgraduate,Together,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,0,1,61,Partner,Three or More Children,240,4,25,1
Graduate,Divorced,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,47,Alone,Two Children,20,2,11,0
Graduate,Divorced,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,0,62,Alone,Three or More Children,102,4,17,0
Postgraduate,Divorced,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,47,Alone,Two Children,1034,2,31,0
Graduate,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,40,Partner,Two Children,156,3,17,0
Postgraduate,Married,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,47,Partner,Three or More Children,458,4,28,0
Graduate,Married,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,35,Partner,Two Children,17,3,12,0
Graduate,Divorced,79865.0,12,71,99,278,185,121,38,1,5,10,5,1,0,0,69,Alone,Two Children,792,2,22,0
Graduate,Married,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,38,Partner,Two Children,92,3,16,0
Graduate,Single,47958.0,8,268,11,88,15,3,22,2,6,3,5,5,0,0,71,Alone,Two Children,407,2,21,0
Postgraduate,Single,63972.0,93,928,63,254,0,12,12,4,5,4,10,4,0,0,59,Alone,Two Children,1269,2,27,1
Graduate,Together,75315.0,14,459,15,171,142,23,31,2,5,4,12,2,0,0,69,Partner,Two Children,841,3,25,0
Postgraduate,Married,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,0,1,73,Partner,Three or More Children,633,4,32,0
Postgraduate,Married,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,0,0,66,Partner,Three or More Children,1019,5,29,0
Postgraduate,Single,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,1,77,Alone,One Child,1315,1,29,2
Graduate,Married,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,69,Partner,Three or More Children,54,4,16,0
Postgraduate,Married,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,37,Partner,Two Children,52,3,12,0
Graduate,Married,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,46,Partner,Two Children,436,3,28,0
Postgraduate,Together,38201.0,19,233,0,23,0,0,12,4,5,1,5,8,0,0,63,Partner,Two Children,268,3,23,0
Graduate,Together,45203.0,4,35,3,67,10,8,24,1,3,1,3,6,0,1,41,Partner,Three or More Children,147,4,14,0
Postgraduate,Together,81574.0,89,1252,0,465,46,35,0,1,4,5,8,1,0,0,76,Partner,One Child,1798,2,19,2
Postgraduate,Single,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,0,0,47,Alone,Two Children,507,2,24,0
Graduate,Together,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,0,67,Partner,Three or More Children,15,5,10,0
Postgraduate,Together,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,76,Partner,One Child,1105,2,18,0
Graduate,Divorced,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,73,Alone,One Child,974,1,16,0
Postgraduate,Together,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,0,0,57,Partner,Two Children,66,3,12,0
Graduate,Divorced,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,0,1,36,Alone,One Child,778,1,28,0
Postgraduate,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,1,50,Alone,Three or More Children,49,3,11,1
Postgraduate,Together,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,0,1,71,Partner,Three or More Children,169,4,19,0
Graduate,Married,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,58,Partner,One Child,299,2,14,0
Graduate,Married,34968.0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,43,Partner,Two Children,221,3,24,0
Graduate,Married,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,36,Partner,One Child,1682,2,28,1
Postgraduate,Together,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,61,Partner,Two Children,155,3,18,0
Graduate,Married,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,68,Partner,One Child,892,2,15,0
Undergraduate,Together,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,0,0,35,Partner,Two Children,58,3,14,1
Postgraduate,Together,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,58,Partner,Two Children,311,3,22,0
Postgraduate,Single,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,0,56,Alone,Two Children,95,2,10,0
Postgraduate,Single,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,0,1,50,Alone,Two Children,424,2,27,0
Postgraduate,Together,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,63,Partner,Three or More Children,47,4,19,0
Graduate,Single,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,0,0,39,Alone,Two Children,339,2,24,1
Graduate,Married,76445.0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,52,Partner,Two Children,1410,3,27,0
Postgraduate,Married,36663.0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,48,Partner,Two Children,35,3,8,0
Postgraduate,Married,53843.0,64,378,0,88,19,4,73,4,8,5,3,7,0,0,58,Partner,Two Children,562,3,27,0
Postgraduate,Married,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,67,Partner,One Child,2352,2,26,1
Postgraduate,Divorced,70638.0,69,1016,12,215,16,12,63,1,4,5,10,3,0,0,68,Alone,One Child,1334,1,23,1
Graduate,Together,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,0,0,63,Partner,Three or More Children,32,4,10,0
Graduate,Married,27116.0,78,12,1,21,2,2,3,2,2,0,3,7,0,0,62,Partner,Three or More Children,41,4,14,0
Postgraduate,Married,54072.0,71,35,0,4,0,0,0,1,2,0,2,8,0,0,60,Partner,Three or More Children,39,4,13,0
Graduate,Married,71855.0,59,548,31,422,0,112,28,4,5,5,11,3,0,0,46,Partner,Two Children,1141,3,28,0
Postgraduate,Married,60432.0,61,365,3,15,4,3,11,5,7,2,5,6,0,0,50,Partner,Two Children,401,3,25,0
Postgraduate,Married,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,59,Partner,Two Children,506,3,19,0
Graduate,Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,35,Alone,One Child,1538,1,24,0
Undergraduate,Married,12393.0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,45,Partner,One Child,57,2,15,0
Graduate,Single,33955.0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,48,Alone,Two Children,270,2,23,0
Graduate,Married,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,1,46,Partner,Three or More Children,31,4,14,0
Graduate,Married,55434.0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,39,Partner,Two Children,882,3,28,0
Graduate,Together,28359.0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,40,Partner,Two Children,16,3,11,0
Graduate,Single,57100.0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,36,Alone,Two Children,311,2,17,0
Graduate,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,58,Partner,Two Children,227,3,15,0
Postgraduate,Married,52973.0,92,856,0,76,12,9,199,7,9,6,9,8,0,0,67,Partner,Two Children,1152,3,39,0
Postgraduate,Together,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,0,0,58,Partner,Two Children,122,3,15,1
Graduate,Married,18793.0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,52,Partner,Two Children,77,3,17,0
Undergraduate,Together,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,41,Partner,One Child,1289,2,22,0
Graduate,Single,50664.0,64,313,8,104,6,4,126,9,8,1,6,9,0,0,64,Alone,Three or More Children,561,3,33,0
Graduate,Together,54414.0,49,109,18,16,24,26,18,4,3,1,5,4,0,0,60,Partner,Three or More Children,211,4,17,0
Postgraduate,Married,54549.0,8,216,2,6,0,0,9,2,5,1,4,7,0,0,71,Partner,Two Children,233,3,19,0
